item_name,item_detail,color,images,release_date,original_price,size,description,ingredients,store_exclusive,limited_edition,discontinued,item_category
Balm Dotcom,2023 Reformulation,Rose,https://gfimages.s3.us-east-2.amazonaws.com/rose_2023_1.jpg,2/1/2023,14.00,0.5 fl oz / 15 ml,An ultra hydrating lip balm with antioxidants and natural emollients to nourish dry lips —in Original and other fun flavors. Details: has a barely-there pink tint.,"Carthamus Tinctorius (Safflower) Seed Oil, Ricinus Communis (Castor) Seed Oil, Hydrogenated Castor Oil, Synthetic Wax, Polyhydroxystearic Acid, Flavor/Aroma, Butyrospermum Parkii (Shea) Butter, Bis-Diglyceryl Polyacyladipate-2, Silica, Synthetic Beeswax, Behenyl Behenate, Silica Silylate, Euphorbia Cerifera (Candelilla) Wax/Candelilla Cera/Cire de Candelilla, Tocopheryl Acetate, Citronellol, Cinnamal, Linalool, Geraniol, Eugenol, Iron Oxides (CI 77492), Red 7 Lake (CI 15850).",FALSE,FALSE,FALSE,1
Balm Dotcom,2023 Reformulation,Birthday,https://gfimages.s3.us-east-2.amazonaws.com/birthday_2023_1.jpg,2/1/2023,14.00,0.5 fl oz / 15 ml,An ultra hydrating lip balm with antioxidants and natural emollients to nourish dry lips —in Original and other fun flavors. Details: vanilla buttercream cake with sprinkles of subtle shimmer.,"Carthamus Tinctorius (Safflower) Seed Oil, Ricinus Communis (Castor) Seed Oil, Hydrogenated Castor Oil, Synthetic Wax, Polyhydroxystearic Acid, Butyrospermum Parkii (Shea) Butter, Bis-Diglyceryl Polyacyladipate-2, Flavor/Aroma, Silica, Synthetic Beeswax, Behenyl Behenate, Silica Silylate, Euphorbia Cerifera (Candelilla) Wax/Candelilla Cera/Cire de Candelilla, Tocopheryl Acetate, Stevia Rebaudiana Leaf/Stem Extract, Calcium Aluminum Borosilicate, Synthetic Fluorphlogopite, Tin Oxide, Limonene, Titanium Dioxide (CI 77891).",FALSE,FALSE,FALSE,1
Balm Dotcom,2023 Reformulation,Coconut,https://gfimages.s3.us-east-2.amazonaws.com/coconut_2023_1.jpg,2/1/2023,14.00,0.5 fl oz / 15 ml,An ultra hydrating lip balm with antioxidants and natural emollients to nourish dry lips —in Original and other fun flavors. Details: beachy and untinted.,"Carthamus Tinctorius (Safflower) Seed Oil, Ricinus Communis (Castor) Seed Oil, Hydrogenated Castor Oil, Synthetic Wax, Polyhydroxystearic Acid, Butyrospermum Parkii (Shea) Butter, Bis-Diglyceryl Polyacyladipate-2, Silica, Synthetic Beeswax, Behenyl Behenate, Flavor/Aroma, Silica Silylate, Euphorbia Cerifera (Candelilla) Wax/Candelilla Cera/Cire de Candelilla, Tocopheryl Acetate, Benzyl Benzoate.",FALSE,FALSE,FALSE,1
Balm Dotcom,2023 Reformulation,Lavender,https://gfimages.s3.us-east-2.amazonaws.com/lavender_2023_1.jpg,2/1/2023,14.00,0.5 fl oz / 15 ml,"An ultra hydrating lip balm with antioxidants and natural emollients to nourish dry lips —in Original and other fun flavors. Details: bright, floral and herbaceous with a sheer, soft purple tint.","Carthamus Tinctorius (Safflower) Seed Oil, Ricinus Communis (Castor) Seed Oil, Hydrogenated Castor Oil, Synthetic Wax, Polyhydroxystearic Acid, Butyrospermum Parkii (Shea) Butter, Bis-Diglyceryl Polyacyladipate-2, Flavor/Aroma, Silica, Synthetic Beeswax, Behenyl Behenate, Silica Silylate, Euphorbia Cerifera (Candelilla) Wax/Candelilla Cera/Cire de Candelilla, Tocopheryl Acetate, Stevia Rebaudiana Leaf/Stem Extract, Linalool, Hydroxycitronellal, Geraniol, Titanium Dioxide (CI 77891), Iron Oxides (CI 77492, CI 77499), Red 7 Lake (CI 15850), Blue 1 Lake (CI 42090).",FALSE,FALSE,FALSE,1
Balm Dotcom,2023 Reformulation,Original,https://gfimages.s3.us-east-2.amazonaws.com/original_2023_1.jpg,2/1/2023,14.00,0.5 fl oz / 15 ml,An ultra hydrating lip balm with antioxidants and natural emollients to nourish dry lips —in Original and other fun flavors. Details: jammy and fresh with a slight coral tint.,"Carthamus Tinctorius (Safflower) Seed Oil, Ricinus Communis (Castor) Seed Oil, Hydrogenated Castor Oil, Synthetic Wax, Polyhydroxystearic Acid, Butyrospermum Parkii (Shea) Butter, Bis-Diglyceryl Polyacyladipate-2, Silica, Synthetic Beeswax, Behenyl Behenate, Silica Silylate, Euphorbia Cerifera (Candelilla) Wax/Candelilla Cera/Cire de Candelilla, Tocopheryl Acetate.",FALSE,FALSE,FALSE,1
Balm Dotcom,2023 Reformulation,Mint,https://gfimages.s3.us-east-2.amazonaws.com/mint_2023_1.jpg,2/1/2023,14.00,0.5 fl oz / 15 ml,An ultra hydrating lip balm with antioxidants and natural emollients to nourish dry lips —in Original and other fun flavors. Details: jammy and fresh with a slight coral tint.,"Carthamus Tinctorius (Safflower) Seed Oil, Ricinus Communis (Castor) Seed Oil, Hydrogenated Castor Oil, Synthetic Wax, Polyhydroxystearic Acid, Butyrospermum Parkii (Shea) Butter, Bis-Diglyceryl Polyacyladipate-2, Silica, Synthetic Beeswax, Caprylic/Capric Triglyceride, Flavor/Aroma, Behenyl Behenate, Silica Silylate, Euphorbia Cerifera (Candelilla) Wax/Candelilla Cera/Cire de Candelilla, Tocopheryl Acetate, Menthol, Stevia Rebaudiana Leaf/Stem Extract.",FALSE,FALSE,FALSE,1
Balm Dotcom,2023 Reformulation,Mango,https://gfimages.s3.us-east-2.amazonaws.com/mango_2023_1.jpg,2/1/2023,14.00,0.5 fl oz / 15 ml,An ultra hydrating lip balm with antioxidants and natural emollients to nourish dry lips —in Original and other fun flavors. Details: fresh and juicy with a peachy-rose tint.,"Carthamus Tinctorius (Safflower) Seed Oil, Ricinus Communis (Castor) Seed Oil, Hydrogenated Castor Oil, Synthetic Wax, Polyhydroxystearic Acid, Butyrospermum Parkii (Shea) Butter, Bis-Diglyceryl Polyacyladipate-2, Silica, Synthetic Beeswax, Flavor/Aroma, Behenyl Behenate, Silica Silylate, Euphorbia Cerifera (Candelilla) Wax/Candelilla Cera/Cire de Candelilla, Tocopheryl Acetate, Limonene, Yellow 5 Lake (CI 19140), Red 6 Lake (CI 15850).",FALSE,FALSE,FALSE,1
Balm Dotcom,2023 Reformulation,Wild Fig,https://gfimages.s3.us-east-2.amazonaws.com/wildfig_2023_1.jpg,2/1/2023,14.00,0.5 fl oz / 15 ml,An ultra hydrating lip balm with antioxidants and natural emollients to nourish dry lips —in Original and other fun flavors. Details: jammy and fresh with a slight coral tint.,"Carthamus Tinctorius (Safflower) Seed Oil, Ricinus Communis (Castor) Seed Oil, Hydrogenated Castor Oil, Synthetic Wax, Polyhydroxystearic Acid, Butyrospermum Parkii (Shea) Butter, Bis-Diglyceryl Polyacyladipate-2, Flavor/Aroma, Silica, Synthetic Beeswax, Behenyl Behenate, Silica Silylate, Euphorbia Cerifera (Candelilla) Wax/Candelilla Cera/Cire de Candelilla, Tocopheryl Acetate, Iron Oxides (CI 77491, CI 77499), Yellow 6 Lake (CI 15985), Red 7 Lake (CI 15850).",FALSE,FALSE,FALSE,1
Balm Dotcom,2023 Reformulation,Berry,https://gfimages.s3.us-east-2.amazonaws.com/berry_2023_1.jpg,2/1/2023,14.00,0.5 fl oz / 15 ml,An ultra hydrating lip balm with antioxidants and natural emollients to nourish dry lips —in Original and other fun flavors. Details: freshly-picked with a just-bitten magenta tint.,"Ricinus Communis (Castor) Seed Oil, Carthamus Tinctorius (Safflower) Seed Oil, Hydrogenated Castor Oil, Synthetic Wax, Polyhydroxystearic Acid, Butyrospermum Parkii (Shea) Butter, Bis-Diglyceryl Polyacyladipate-2, Silica, Synthetic Beeswax, Flavor/Aroma, Behenyl Behenate, Silica Silylate, Euphorbia Cerifera (Candelilla) Wax/Candelilla Cera/Cire de Candelilla, Tocopheryl Acetate, Red 33 Lake (CI 17200) Blue 1 Lake (CI 42090), Iron Oxides (CI 77499).",FALSE,FALSE,FALSE,1
Balm Dotcom,Original Formula,Original,https://gfimages.s3.us-east-2.amazonaws.com/original_original_1.jpg,10/6/2014,12.00,0.5 fl oz / 15 ml,"A hydrating, long-lasting, do-everything skin salve that’s packed with antioxidants and natural emollients to nourish and repair dry, irritated skin. The dense, waxy texture stays in place to seal in moisture wherever it goes. So good you’ll want one for your bag, one for your other bag, and one for your medicine cabinet","Petrolatum, Ricinus Communis (Castor) Seed Oil, Beeswax/Cera Alba/Cire D'Abeille, Lanolin, Dipalmithoyl Hydroxyproline, Theobroma Grandiflorum Seed Butter, Oryza Sativa (Rice) Bran Extract, Tocopheryl Acetate, Helianthus Annuus (Sunflower) Extract, Tocopherol, Rosmarinus Officinalis (Rosemary) Leaf Extract",FALSE,FALSE,TRUE,1
